countryc,year,gov,trade,start,tor,bmp,priv,school,lgdp,growth,pi
SWE,1975,24.14784,55.86084,21157.36,,0,0.3797733,8.441,,,
SWE,1976,25.23339,56.3356,21305.84,0.0525174,0,0.3805283,8.441,21157.36,0.0069934,0.0978394
SWE,1977,27.88572,55.80298,20889.54,0.0738994,0,0.3974726,8.441,21305.84,-0.0197328,0.108747
SWE,1978,28.32902,54.79147,21193.79,0.047627,0,0.4001383,8.441,20889.54,0.0144596,0.0945866
SWE,1979,28.69789,61.11432,21959.85,0.0420879,0,0.3985236,8.441,21193.79,0.0355075,0.0696172
SWE,1980,29.27235,60.82544,22283.38,0.1508669,0,0.4002345,9.469,21959.85,0.0146254,0.1284247
SWE,1981,29.56944,60.06791,22253.62,0.242745,0,0.4048921,9.469,22283.38,-0.0013363,0.1142955
SWE,1982,29.50465,64.93401,22463.29,0.2559895,0,0.4100842,9.469,22253.62,0.0093779,0.0822988
SWE,1983,28.88026,68.98709,22840.44,0.4046946,0,0.3990491,9.469,22463.29,0.0166502,0.0853213
SWE,1984,28.01878,69.04493,23747.76,0.3017102,0,0.3854683,9.469,22840.44,0.0389553,0.0771565
SWE,1985,27.8968,68.89583,24168.24,0.3063102,0,0.3852019,9.217,23747.76,0.0175513,0.0710856
SWE,1986,27.46555,62.51347,24663.62,0.3957541,0,0.391214,9.217,24168.24,0.02029,0.0414591
SWE,1987,26.71038,63.08662,25351.49,0.2908589,0,0.4173682,9.217,24663.62,0.027508,0.0413565
SWE,1988,26.04445,62.90199,25808.5,0.2199223,0,0.4657689,9.217,25351.49,0.0178663,0.056357
SWE,1989,26.17471,63.46071,26244.49,0.1581988,0,0.5244219,9.217,25808.5,0.0167525,0.0624024
SWE,1990,27.36493,59.46345,26397.03,0.1472161,0,0.5619522,9.571,26244.49,0.0057953,0.0995489
SWE,1991,27.24982,54.30307,25925.43,0.2163911,0,0.5573446,9.571,26397.03,-0.0180271,0.0892688
SWE,1992,27.91854,54.04831,25407.65,0.3245688,0,0.5433857,9.571,25925.43,-0.0201739,0.0226497
SWE,1993,28.07825,61.87101,24699.24,0.4728313,0,0.498031,9.571,25407.65,-0.0282778,0.0453425
SWE,1994,27.18088,68.67465,25342.74,0.7152693,,0.4058495,9.571,24699.24,0.0257195,0.0217635
SWE,1995,25.79928,75.43224,26191.77,0.6011938,,0.3665664,11.235,25342.74,0.0329532,0.0249699
SWE,1996,26.24476,73.24239,26487.76,0.6420746,0.8556176,0.3620973,11.235,26191.77,0.0112374,0.0046989
SWE,1997,,80.5638,26934.33,0.6754931,1.442144,0.3839467,11.235,26487.76,0.0167189,0.0051622
SWE,1998,,,27692.56,0.7369273,,0.4107524,11.235,26934.33,0.0277622,-0.0013614
THA,1975,10.31982,41.34517,862.7084,,2,0.2324518,3.552,,,
THA,1976,10.96681,42.94372,918.6711,0.1622812,0.75,0.2415061,3.552,862.7084,0.0628515,0.0406553
THA,1977,10.63197,45.32838,983.5372,2.065254,-1,0.2560384,3.552,918.6711,0.0682273,0.0732625
THA,1978,11.18394,43.99836,1058.368,2.1161,-1.18,0.2702326,3.552,983.5372,0.0733275,0.0762578
THA,1979,11.95205,51.86974,1089.452,0.7265337,-3.82,0.2908874,3.552,1058.368,0.0289472,0.0943769
THA,1980,12.29211,54.47906,1121.089,0.2308218,-4.99,0.2972035,3.765,1089.452,0.028626,0.1798477
THA,1981,12.7581,53.96867,1163.138,0.095955,-0.65,0.2935955,3.765,1121.089,0.0368207,0.1192307
THA,1982,13.09067,47.54833,1201.596,0.2106957,-4.78,0.3084417,3.765,1163.138,0.0325291,0.0512545
THA,1983,12.87496,47.38449,1245.598,0.275744,2.17,0.3561221,3.765,1201.596,0.0359651,0.0365878
THA,1984,13.16708,48.06927,1295.209,0.2538807,-5.16,0.4067498,3.765,1245.598,0.0390567,0.0086118
THA,1985,13.52797,49.15523,1335.052,0.3187043,-7.702995,0.4359379,4.777,1295.209,0.0302979,0.0240263
THA,1986,12.75493,49.17086,1387.06,0.4783967,-2.41,0.434048,4.777,1335.052,0.0382162,0.0182493
THA,1987,11.32568,57.22799,1494.737,1.123274,3.31,0.4285022,4.777,1387.06,0.0747639,0.0246926
THA,1988,10.04677,67.41347,1665.346,0.7857493,1.03,0.4529637,4.777,1494.737,0.1080823,0.0373428
THA,1989,9.520666,72.40694,1836.499,0.7878607,5.1,0.4991783,4.777,1665.346,0.0978281,0.0521856
THA,1990,9.404615,75.78236,2005.728,0.9185586,1.620853,0.5632043,5.353,1836.499,0.0881464,0.0580501
THA,1991,9.220609,78.47114,2142.337,1.018554,1.511951,0.6227899,5.353,2005.728,0.06589,0.0557636
THA,1992,9.897969,77.95464,2281.641,1.527264,1.788058,0.6663803,5.353,2142.337,0.0629976,0.0398724
THA,1993,9.967075,79.37817,2442.231,0.9178838,2.523088,0.7228407,5.353,2281.641,0.0680173,0.033105
THA,1994,9.760563,81.97105,2630.882,0.6033014,,0.8090796,5.353,2442.231,0.074407,0.0491902
THA,1995,9.859752,89.75809,2830.403,0.4110061,,0.8850268,5.73,2630.882,0.0731,0.0563803
THA,1996,10.16915,84.39041,2956.641,0.3642702,3.899086,0.9386694,5.73,2830.403,0.0436347,0.0565022
THA,1997,10.25025,93.38126,2914.894,0.386939,3.084292,1.109482,5.73,2956.641,-0.0142206,0.054607
THA,1998,,,,0.6997424,,1.221431,5.73,2914.894,,0.077611
TWN,1975,15.7829,82.54171,3327.163,,0,0.457924,5.04,,,
TWN,1976,15.19365,92.86205,3712.276,,0,0.4680222,5.04,3327.163,0.1095253,0.0245933
TWN,1977,15.54014,92.9622,4009.094,1.559513,0,0.4838837,5.04,3712.276,0.0769201,0.0679944
TWN,1978,15.15991,98.30436,4469.858,2.618958,0,0.4991633,5.04,4009.094,0.1087914,0.0560955
TWN,1979,15.42573,105.5035,4742.202,1.230687,0,0.5037367,5.04,4469.858,0.0591449,0.0930835
TWN,1980,15.90546,106.2531,4991.929,0.7995564,0,0.5102861,6.368,4742.202,0.0513207,0.1740267
TWN,1981,16.10701,101.7866,5202.702,0.9662862,0,0.5166027,6.368,4991.929,0.0413558,0.151288
TWN,1982,16.87632,95.11913,5291.308,0.6614392,0,0.5207579,6.368,5202.702,0.0168874,0.0291704
TWN,1983,16.20421,97.48396,5646.081,1.407339,0,0.5687944,6.368,5291.308,0.0648962,0.0135378
TWN,1984,15.86877,101.2569,6152.872,0.921803,0,0.6058394,6.368,5646.081,0.0859573,-0.0003459
TWN,1985,16.14381,94.63293,6368.976,0.4800185,0,0.6493544,6.874,6152.872,0.0345197,-0.0016158
TWN,1986,14.81105,96.39707,7028.99,1.390775,0,0.5947079,6.874,6368.976,0.0986044,0.0070208
TWN,1987,14.40188,97.29167,7840.616,2.792617,0,0.6025911,6.874,7028.99,0.1092744,0.0051479
TWN,1988,15.03938,97.95129,8359.392,3.342975,0,0.7163173,6.874,7840.616,0.0640682,0.0128113
TWN,1989,15.6499,91.68204,8949.319,5.277055,0,0.8618212,6.874,8359.392,0.0681918,0.043104
TWN,1990,17.172,88.37276,9321.973,4.197339,0,0.9480548,7.435,8949.319,0.0407968,0.0404939
TWN,1991,17.39411,90.27711,9922.21,3.285063,0,0.9997577,7.435,9321.973,0.0624014,0.0355236
TWN,1992,17.00923,84.67146,10499.72,2.059502,0,1.137632,7.435,9922.21,0.0565732,0.043674
TWN,1993,15.99453,86.58935,11062.78,2.357796,0,1.264197,7.435,10499.72,0.0522373,0.0289801
TWN,1994,15.06783,86.32635,11672.12,3.200115,0,1.378334,7.435,11062.78,0.0536169,0.0401611
TWN,1995,14.5444,95.59344,12264.36,1.723702,0,1.438954,8.028,11672.12,0.0494945,0.0360718
TWN,1996,14.47409,93.25978,12860.82,2.033904,1.348724,1.423334,8.028,12264.36,0.0474877,0.0302838
TWN,1997,14.48987,95.72757,13555.97,4.391153,2.457351,1.405575,8.028,12860.82,0.0526417,0.0092023
TWN,1998,14.21075,95.8431,14078.03,3.305947,,,8.028,13555.97,0.0377884,0.0168035
URY,1975,14.01501,37.05869,4303.184,,6.23,0.1025987,5.686,,,
URY,1976,14.3969,39.6376,4447.288,,2.5,0.1584635,5.686,4303.184,0.0329391,0.4096098
URY,1977,12.7359,42.55537,4485.354,,-1.66,0.1910649,5.686,4447.288,0.0085229,0.4586658
URY,1978,12.8351,40.00133,4698.443,,-0.14,0.2130163,5.686,4485.354,0.0464138,0.368444
URY,1979,11.98256,38.0001,4960.454,,-0.71,0.2305143,5.686,4698.443,0.054266,0.5118906
URY,1980,12.45282,35.6644,5217.86,,-0.7,0.2905169,5.754,4960.454,0.0505901,0.491495
URY,1981,14.44309,34.23546,5266.752,0.0855418,-3.36,0.3408523,5.754,5217.86,0.0093266,0.293008
URY,1982,15.70432,31.61666,4722.162,0.0703115,-2.22,0.5081899,5.754,5266.752,-0.1091472,0.1738903
URY,1983,14.53063,49.29274,4209.971,0.0599985,0,0.5459945,5.754,4722.162,-0.1148111,0.4000997
URY,1984,13.59334,47.95607,4135.293,0.0441827,3.64,0.381425,5.754,4209.971,-0.0178974,0.4402171
URY,1985,14.44705,47.85657,4167.955,0.0333886,11.93294,0.3411536,6.519,4135.293,0.0078672,0.5436176
URY,1986,14.32828,46.48374,4511.248,0.0844327,10.5,0.3262933,6.519,4167.955,0.0791482,0.5674836
URY,1987,13.22436,40.85464,4844.648,0.1007798,13.88,0.2752444,6.519,4511.248,0.0713008,0.4920511
URY,1988,13.15596,42.99148,4817.082,0.0588743,10.86,0.285073,6.519,4844.648,-0.0057063,0.4836103
URY,1989,13.36832,44.61755,4851.37,0.0398005,11.8,0.3029007,6.519,4817.082,0.0070929,0.5902681
URY,1990,13.91711,46.26895,4848.514,0.0281041,14.78793,0.2775199,6.687,4851.37,-0.0005889,0.7538964
URY,1991,13.47288,43.00346,4972.09,0.0511358,16.2448,0.2281843,6.687,4848.514,0.0251679,0.7029594
URY,1992,12.4844,43.52081,5326.344,0.0381731,24.61883,0.2178099,6.687,4972.09,0.0688249,0.5215033
URY,1993,13.20537,41.95733,5446.059,0.0455621,21.89475,0.2270323,6.687,5326.344,0.022227,0.4324196
URY,1994,12.62075,43.09684,5748.953,0.0547816,,0.2146002,6.687,5446.059,0.0541255,0.3697836
URY,1995,12.66056,40.74074,5606.862,0.0270639,,0.2335589,6.877,5748.953,-0.0250265,0.3523863
URY,1996,13.74347,42.40387,5859.802,0.0177755,1.011937,0.2508375,6.877,5606.862,0.0441246,0.2495455
URY,1997,13.65751,45.43378,6110.128,0.0124952,0.466047,0.2739968,6.877,5859.802,0.041832,0.1808041
URY,1998,7.302191,44.8388,6222.39,,,0.3085032,6.877,6110.128,0.0182062,0.1026553
USA,1975,18.15831,16.37969,19414.35,,0,0.6079593,10.013,,,
USA,1976,17.56803,16.87366,20168.53,0.2186647,0,0.5858593,10.013,19414.35,0.0381109,0.055785
USA,1977,17.19526,17.22059,20817.29,0.1913683,0,0.5960939,10.013,20168.53,0.0316602,0.0628476
USA,1978,16.61732,17.80619,21618.99,0.2647416,0,0.6023907,10.013,20817.29,0.0377884,0.0736913
USA,1979,16.49116,19.28055,21918.56,0.2918803,0,0.6145483,10.013,21618.99,0.0137614,0.1067539
USA,1980,17.09856,21.08158,21584.32,0.334555,0,0.6264381,11.907,21918.56,-0.0153663,0.1267154
USA,1981,17.00721,20.36324,21734.34,0.2953272,0,0.6052961,11.907,21584.32,0.0069262,0.0981744
USA,1982,17.97461,18.47162,21091.68,0.353872,0,0.6197249,11.907,21734.34,-0.0300149,0.0597831
USA,1983,17.93782,17.62431,21612.1,0.4665899,0,0.6100786,11.907,21091.68,0.0243747,0.0316191
USA,1984,17.39119,18.57701,22721.58,0.4155439,0,0.6234186,11.907,21612.1,0.0500618,0.0422667
USA,1985,17.77333,17.64241,23260.32,0.4758121,0,0.6513862,11.711,22721.58,0.0234339,0.0349917
USA,1986,17.98693,17.95412,23717.63,0.7263617,0,0.6769463,11.711,23260.32,0.0194699,0.0184168
USA,1987,18.10252,19.11619,24139.18,0.9208331,0,0.7116662,11.711,23717.63,0.0176175,0.036726
USA,1988,17.63138,20.33082,24822.55,0.6375447,0,0.7215924,11.711,24139.18,0.027916,0.039308
USA,1989,17.2442,20.73029,25398.12,0.637773,0,0.7219902,11.711,24822.55,0.0229227,0.0471412
USA,1990,17.5528,21.18795,25428.82,0.5290784,0,0.7061972,11.999,25398.12,0.0012081,0.052573
USA,1991,17.80455,21.26635,24906.19,0.6107864,0,0.6774377,11.999,25428.82,-0.0207666,0.0414775
USA,1992,17.30843,21.54221,25318.15,0.4844281,0,0.6337348,11.999,24906.19,0.016405,0.0298385
USA,1993,16.75734,21.55731,25655.46,0.6949804,0,0.6154284,11.999,25318.15,0.0132348,0.0290894
USA,1994,16.21176,22.61822,26344.64,0.6962425,,0.6091195,11.999,25655.46,0.0265086,0.0257403
USA,1995,15.98897,24.29339,26768.05,0.8538814,,0.6271867,12.179,26344.64,0.0159441,0.0276678
USA,1996,15.73621,24.64888,27470.74,0.9249825,,0.6392371,12.179,26768.05,0.0259123,0.0288906
USA,1997,,25.63241,28279.88,1.029804,,0.6474525,12.179,27470.74,0.0290293,0.0231078
USA,1998,,,29122.45,1.060075,,0.6788096,12.179,28279.88,0.0293586,0.0154033
VEN,1975,11.45856,50.70089,4198.028,,0,0.1993586,3.378,,,
VEN,1976,12.31104,50.94246,4364.87,,0,0.2494877,3.378,4198.028,0.0389735,0.0732659
VEN,1977,12.22447,53.29039,4474.958,,0,0.2743085,3.378,4364.87,0.0249085,0.0751322
VEN,1978,11.66828,51.98836,4422.999,0.020372,0,0.3019692,3.378,4474.958,-0.0116791,0.0687288
VEN,1979,11.2207,50.59822,4312.742,0.0155185,0,0.2741095,3.378,4422.999,-0.0252439,0.1164897
VEN,1980,11.79315,50.59436,3996.276,0.0225396,0,0.2505234,4.93,4312.742,-0.0762109,0.1950823
VEN,1981,12.73102,48.75944,3872.316,0.0183163,0,0.255074,4.93,3996.276,-0.0315102,0.1488505
VEN,1982,12.51763,46.9257,3692.589,0.0332531,8.14,0.2780838,4.93,3872.316,-0.047525,0.0922208
VEN,1983,11.84256,30.69497,3466.163,0.0228588,202.33,0.2994902,4.93,3692.589,-0.0632798,0.0614528
VEN,1984,10.31117,44.02066,3431.729,,78,0.2372051,4.93,3466.163,-0.009984,0.1095078
VEN,1985,10.43774,40.78251,3359.008,,96.45556,0.2418135,5.295,3431.729,-0.0214185,0.107799
VEN,1986,11.18404,40.29933,3496.147,0.0423477,233.33,0.2673884,5.295,3359.008,0.040016,0.1092431
VEN,1987,10.20965,43.72487,3534.652,0.0826196,165.52,0.2600616,5.295,3496.147,0.0109533,0.2479179
VEN,1988,10.53011,47.92662,3603.522,0.1131822,189.66,0.2506399,5.295,3534.652,0.0192967,0.2582693
VEN,1989,9.560128,55.20908,3245.686,0.0458667,13.05,0.2182088,5.295,3603.522,-0.1045848,0.6122802
VEN,1990,8.424747,59.63142,3354.708,0.4758055,11.40606,0.1488693,4.89,3245.686,0.0330378,0.341145
VEN,1991,9.647678,57.58973,3594.914,0.3354046,6.711243,0.1530148,4.89,3354.708,0.0691554,0.2942018
VEN,1992,9.172314,55.25169,3725.493,0.2703418,8.090571,0.1603752,4.89,3594.914,0.0356792,0.2732479
VEN,1993,8.544188,54.12541,3651.483,0.2383964,4.357049,0.1512677,4.89,3725.493,-0.0200659,0.3229643
VEN,1994,7.226041,53.15232,3487.507,0.1677219,,0.1024627,4.89,3651.483,-0.0459462,0.4751219
VEN,1995,7.135539,48.08255,3537.245,0.1012551,,0.0712211,5.35,3487.507,0.0141611,0.4694978
VEN,1996,5.004602,57.92111,3449.412,0.2056918,12.05507,0.0637603,5.35,3537.245,-0.0251445,0.6925325
VEN,1997,6.253363,49.64323,3551.853,0.314749,-9.564403,0.0847896,5.35,3449.412,0.0292657,0.4057257
VEN,1998,6.391198,35.17377,3445.951,0.1333046,,0.1111818,5.35,3551.853,-0.0302694,0.3058807
ZAF,1975,13.83697,58.5754,3936.511,,6.48,0.4906597,4.411,,,
ZAF,1976,14.87342,57.62492,3892.521,0.033792,33.72,0.4926882,4.411,3936.511,-0.011238,0.1056538
ZAF,1977,15.13393,56.60945,3750.917,0.0380211,11.65,0.4839801,4.411,3892.521,-0.0370564,0.1058879
ZAF,1978,14.44819,59.12098,3773.399,0.0397318,0.88,0.4609021,4.411,3750.917,0.0059758,0.0978958
ZAF,1979,13.82723,62.13187,3824.93,0.0452228,-28.21,0.4388551,4.411,3773.399,0.0135639,0.1227129
ZAF,1980,13.30224,63.62999,4033.717,0.0620165,-23.28,0.3971774,4.816,3824.93,0.0531483,0.1301148
ZAF,1981,13.89561,59.88886,4207.746,0.0319093,-25.23,0.429809,4.816,4033.717,0.0422387,0.1406095
ZAF,1982,15.34937,54.40886,4039.084,0.0334811,-4.94,0.4676148,4.816,4207.746,-0.0409091,0.1368537
ZAF,1983,15.43348,46.5563,3830.934,0.0466751,3.8,0.4867789,4.816,4039.084,-0.0529093,0.1166099
ZAF,1984,16.71967,50.3129,3954.682,0.0367495,0,0.5037344,4.816,3830.934,0.0317917,0.109821
ZAF,1985,17.29692,55.42615,3748.009,0.0519765,7.983779,0.5273052,5.222,3954.682,-0.0536756,0.1503447
ZAF,1986,17.92049,54.27175,3666.915,0.0634172,23.78,0.5114158,5.222,3748.009,-0.0218741,0.1712554
ZAF,1987,18.26234,50.15859,3680.753,0.0823564,17.76,0.4894547,5.222,3666.915,0.0037667,0.1491183
ZAF,1988,17.89242,52.34126,3726.596,0.0387092,5.14,0.4912339,5.222,3680.753,0.0123779,0.1206518
ZAF,1989,18.58094,49.64698,3731.531,0.05488,1.11,0.5078286,5.222,3726.596,0.0013233,0.1368333
ZAF,1990,19.09078,45.19307,3644.704,0.0604054,4.107792,0.4916907,5.137,3731.531,-0.0235433,0.1345058
ZAF,1991,19.72723,42.87557,3533.99,0.0525508,5.886501,,5.137,3644.704,-0.0308478,0.1422293
ZAF,1992,20.50444,42.24833,3385.12,0.0567284,4.845087,,5.137,3533.99,-0.043038,0.1303535
ZAF,1993,20.87551,43.79603,3357.107,0.0707012,7.121593,0.5316763,5.137,3385.12,-0.0083097,0.0921984
ZAF,1994,20.95674,46.01682,3376.457,0.0842849,,0.5353077,5.137,3357.107,0.0057471,0.0863125
ZAF,1995,19.97301,50.10255,3415.463,0.0645182,,0.5225872,8.072,3376.457,0.0114862,0.0824547
ZAF,1996,20.35814,53.73539,3456.22,0.1085346,4.083563,0.5735106,8.072,3415.463,0.0118625,0.0709849
ZAF,1997,21.34324,54.38911,3454.289,0.1809502,1.673701,0.6052738,8.072,3456.22,-0.000559,0.082058
ZAF,1998,21.76878,56.47437,3397.496,0.3011129,,0.6396372,8.072,3454.289,-0.0165779,0.0666459
ZWE,1975,12.05361,47.19525,688.0696,,53.85,,2.147,,,
ZWE,1976,13.85794,41.55902,673.1108,,304.5,,2.147,688.0696,-0.02198,0.1039102
ZWE,1977,16.35176,41.61439,609.896,,108.65,,2.147,673.1108,-0.0986216,0.0980771
ZWE,1978,17.9582,42.00991,576.5463,,86.57,,2.147,609.896,-0.0562329,0.0550362
ZWE,1979,17.90392,44.46149,577.8602,,49.25,,2.147,576.5463,0.0022763,0.1667907
ZWE,1980,18.51118,49.8905,640.6624,,84.13,0.1445354,2.816,577.8602,0.1031707,0.0526099
ZWE,1981,16.19525,45.33041,697.5646,,52.78,0.1474315,2.816,640.6624,0.0850926,0.1235442
ZWE,1982,18.59371,39.1466,691.8394,,51.09,0.1528419,2.816,697.5646,-0.0082413,0.1010646
ZWE,1983,17.29302,35.91589,678.6534,0.1189353,191.94,0.1533142,2.816,691.8394,-0.0192434,0.2079849
ZWE,1984,20.04031,41.36632,642.871,0.028459,80,0.1264157,2.816,678.6534,-0.0541665,0.1835824
ZWE,1985,20.20403,44.21274,664.3259,0.0333228,52.94843,0.0722989,2.828,642.871,0.0328288,0.0815027
ZWE,1986,20.64895,45.56861,655.7825,0.0302168,70.29,0.0698554,2.828,664.3259,-0.0129437,0.1339253
ZWE,1987,23.36869,45.2918,641.8637,0.0396129,50.32,0.0800688,2.828,655.7825,-0.0214531,0.117509
ZWE,1988,27.48999,44.10362,668.7019,0.0528923,47.06,0.0895386,2.828,641.8637,0.0409624,0.0715978
ZWE,1989,18.69071,45.06445,682.3119,0.0386437,76.2,0.100867,2.828,668.7019,0.0201485,0.1211737
ZWE,1990,19.44618,45.66116,708.8372,0.029241,37.06771,0.1058676,4.087,682.3119,0.038139,0.1600995
ZWE,1991,16.11941,51.05204,727.8513,0.0416234,50.01075,0.1118065,4.087,708.8372,0.026471,0.209788
ZWE,1992,24.15773,63.70961,645.2666,0.0175927,32.62915,0.1521298,4.087,727.8513,-0.1204332,0.3511126
ZWE,1993,14.94715,63.16753,638.1404,0.0537226,19.46121,0.1750746,4.087,645.2666,-0.0111053,0.2436388
ZWE,1994,16.69382,71.12062,666.3704,0.1136677,,0.1894028,4.087,638.1404,0.0432873,0.201013
ZWE,1995,17.9717,78.97551,647.8664,0.0749606,,0.2202855,4.428,666.3704,-0.0281611,0.2037064
ZWE,1996,17.09669,72.73737,680.8642,0.0878976,7.44512,0.1990571,4.428,647.8664,0.0496784,0.1941999
ZWE,1997,17.10199,82.27216,688.9962,0.1650761,15.86975,,4.428,680.8642,0.0118729,0.1717327
ZWE,1998,16.90162,90.61823,686.8398,0.0916035,,,4.428,688.9962,-0.0031347,0.2762644
